symbol,security,esgScores
GLW,Corning Inc.,"{'maxAge': 86400, 'totalEsg': {'raw': 19.42, 'fmt': '19.4'}, 'environmentScore': {'raw': 7.3, 'fmt': '7.3'}, 'socialScore': {'raw': 5.24, 'fmt': '5.2'}, 'governanceScore': {'raw': 6.87, 'fmt': '6.9'}, 'ratingYear': 2022, 'ratingMonth': 8, 'highestControversy': 2.0, 'peerCount': 55, 'esgPerformance': 'UNDER_PERF', 'peerGroup': 'Technology Hardware', 'relatedControversy': ['Customer Incidents'], 'peerEsgScorePerformance': {'min': 5.97, 'avg': 16.164727272727273, 'max': 25.7}, 'peerGovernancePerformance': {'min': 3.45, 'avg': 7.1781481481481455, 'max': 11.5}, 'peerSocialPerformance': {'min': 2.24, 'avg': 6.082037037037039, 'max': 12.55}, 'peerEnvironmentPerformance': {'min': 0.03, 'avg': 3.093703703703704, 'max': 8.67}, 'peerHighestControversyPerformance': {'min': 0.0, 'avg': 1.5454545454545454, 'max': 4.0}, 'percentile': {'raw': 23.58, 'fmt': '24'}, 'environmentPercentile': None, 'socialPercentile': None, 'governancePercentile': None, 'adult': False, 'alcoholic': False, 'animalTesting': False, 'catholic': True, 'controversialWeapons': False, 'smallArms': False, 'furLeather': False, 'gambling': False, 'gmo': False, 'militaryContract': False, 'nuclear': False, 'pesticides': False, 'palmOil': False, 'coal': False, 'tobacco': False}"
CTVA,Corteva,
CSGP,CoStar Group,"{'maxAge': 86400, 'totalEsg': {'raw': 26.94, 'fmt': '26.9'}, 'environmentScore': {'raw': 5.45, 'fmt': '5.4'}, 'socialScore': {'raw': 13.12, 'fmt': '13.1'}, 'governanceScore': {'raw': 8.38, 'fmt': '8.4'}, 'ratingYear': 2023, 'ratingMonth': 1, 'highestControversy': 1.0, 'peerCount': 76, 'esgPerformance': 'AVG_PERF', 'peerGroup': 'Software & Services', 'relatedControversy': ['Customer Incidents'], 'peerEsgScorePerformance': {'min': 9.98, 'avg': 18.43026315789474, 'max': 49.81}, 'peerGovernancePerformance': {'min': 3.73, 'avg': 6.773243243243243, 'max': 34.36}, 'peerSocialPerformance': {'min': 4.98, 'avg': 9.715270270270274, 'max': 15.2}, 'peerEnvironmentPerformance': {'min': 0.01, 'avg': 1.9593243243243244, 'max': 5.45}, 'peerHighestControversyPerformance': {'min': 0.0, 'avg': 1.1842105263157894, 'max': 5.0}, 'percentile': {'raw': 52.89, 'fmt': '53'}, 'environmentPercentile': None, 'socialPercentile': None, 'governancePercentile': None, 'adult': False, 'alcoholic': False, 'animalTesting': False, 'catholic': False, 'controversialWeapons': False, 'smallArms': False, 'furLeather': False, 'gambling': False, 'gmo': False, 'militaryContract': False, 'nuclear': False, 'pesticides': False, 'palmOil': False, 'coal': False, 'tobacco': False}"
COST,Costco,"{'maxAge': 86400, 'totalEsg': {'raw': 24.19, 'fmt': '24.2'}, 'environmentScore': {'raw': 7.26, 'fmt': '7.3'}, 'socialScore': {'raw': 11.21, 'fmt': '11.2'}, 'governanceScore': {'raw': 5.72, 'fmt': '5.7'}, 'ratingYear': 2022, 'ratingMonth': 8, 'highestControversy': 3.0, 'peerCount': 33, 'esgPerformance': 'AVG_PERF', 'peerGroup': 'Food Retailers', 'relatedControversy': ['Customer Incidents'], 'peerEsgScorePerformance': {'min': 12.06, 'avg': 21.709999999999997, 'max': 32.26}, 'peerGovernancePerformance': {'min': 3.93, 'avg': 5.8796875, 'max': 7.84}, 'peerSocialPerformance': {'min': 4.7, 'avg': 9.555937499999997, 'max': 13.92}, 'peerEnvironmentPerformance': {'min': 2.03, 'avg': 6.075937499999999, 'max': 11.39}, 'peerHighestControversyPerformance': {'min': 0.0, 'avg': 2.1818181818181817, 'max': 4.0}, 'percentile': {'raw': 40.87, 'fmt': '41'}, 'environmentPercentile': None, 'socialPercentile': None, 'governancePercentile': None, 'adult': False, 'alcoholic': False, 'animalTesting': False, 'catholic': False, 'controversialWeapons': False, 'smallArms': False, 'furLeather': False, 'gambling': False, 'gmo': False, 'militaryContract': False, 'nuclear': False, 'pesticides': False, 'palmOil': False, 'coal': False, 'tobacco': False}"
CTRA,Coterra,"{'maxAge': 86400, 'totalEsg': {'raw': 46.02, 'fmt': '46.0'}, 'environmentScore': {'raw': 24.13, 'fmt': '24.1'}, 'socialScore': {'raw': 13.11, 'fmt': '13.1'}, 'governanceScore': {'raw': 8.78, 'fmt': '8.8'}, 'ratingYear': 2023, 'ratingMonth': 1, 'highestControversy': 2.0, 'peerCount': 40, 'esgPerformance': 'LEAD_PERF', 'peerGroup': 'Oil & Gas Producers', 'relatedControversy': ['Operations Incidents'], 'peerEsgScorePerformance': {'min': 8.46, 'avg': 39.088249999999995, 'max': 57.64}, 'peerGovernancePerformance': {'min': 6.02, 'avg': 8.258684210526313, 'max': 13.06}, 'peerSocialPerformance': {'min': 2.16, 'avg': 9.739999999999997, 'max': 19.16}, 'peerEnvironmentPerformance': {'min': 0.08, 'avg': 20.91868421052632, 'max': 33.23}, 'peerHighestControversyPerformance': {'min': 0.0, 'avg': 1.65, 'max': 3.0}, 'percentile': {'raw': 95.95, 'fmt': '96'}, 'environmentPercentile': None, 'socialPercentile': None, 'governancePercentile': None, 'adult': False, 'alcoholic': False, 'animalTesting': False, 'catholic': False, 'controversialWeapons': False, 'smallArms': False, 'furLeather': False, 'gambling': False, 'gmo': False, 'militaryContract': False, 'nuclear': False, 'pesticides': False, 'palmOil': False, 'coal': False, 'tobacco': False}"
CCI,Crown Castle,"{'maxAge': 86400, 'totalEsg': {'raw': 13.2, 'fmt': '13.2'}, 'environmentScore': {'raw': 5.21, 'fmt': '5.2'}, 'socialScore': {'raw': 2.92, 'fmt': '2.9'}, 'governanceScore': {'raw': 5.06, 'fmt': '5.1'}, 'ratingYear': 2022, 'ratingMonth': 8, 'highestControversy': 0.0, 'peerCount': 104, 'esgPerformance': 'UNDER_PERF', 'peerGroup': 'Real Estate', 'peerEsgScorePerformance': {'min': 4.67, 'avg': 14.004326923076919, 'max': 29.55}, 'peerGovernancePerformance': {'min': 3.06, 'avg': 6.074851485148514, 'max': 14.37}, 'peerSocialPerformance': {'min': 0.82, 'avg': 4.222673267326733, 'max': 10.15}, 'peerEnvironmentPerformance': {'min': 0.05, 'avg': 3.650594059405941, 'max': 8.28}, 'peerHighestControversyPerformance': {'min': 0.0, 'avg': 0.5480769230769231, 'max': 4.0}, 'percentile': {'raw': 6.63, 'fmt': '7'}, 'environmentPercentile': None, 'socialPercentile': None, 'governancePercentile': None, 'adult': False, 'alcoholic': False, 'animalTesting': False, 'catholic': False, 'controversialWeapons': False, 'smallArms': False, 'furLeather': False, 'gambling': False, 'gmo': False, 'militaryContract': False, 'nuclear': False, 'pesticides': False, 'palmOil': False, 'coal': False, 'tobacco': False}"
CSX,CSX,"{'maxAge': 86400, 'totalEsg': {'raw': 20.09, 'fmt': '20.1'}, 'environmentScore': {'raw': 7.45, 'fmt': '7.4'}, 'socialScore': {'raw': 9.19, 'fmt': '9.2'}, 'governanceScore': {'raw': 3.44, 'fmt': '3.4'}, 'ratingYear': 2022, 'ratingMonth': 8, 'highestControversy': 3.0, 'peerCount': 45, 'esgPerformance': 'AVG_PERF', 'peerGroup': 'Transportation', 'relatedControversy': ['Society & Community Incidents'], 'peerEsgScorePerformance': {'min': 12.74, 'avg': 24.086222222222226, 'max': 33.89}, 'peerGovernancePerformance': {'min': 2.45, 'avg': 5.282857142857141, 'max': 7.21}, 'peerSocialPerformance': {'min': 3.36, 'avg': 10.261190476190476, 'max': 14.89}, 'peerEnvironmentPerformance': {'min': 3.0, 'avg': 8.280238095238094, 'max': 12.86}, 'peerHighestControversyPerformance': {'min': 0.0, 'avg': 1.6, 'max': 3.0}, 'percentile': {'raw': 25.63, 'fmt': '26'}, 'environmentPercentile': None, 'socialPercentile': None, 'governancePercentile': None, 'adult': False, 'alcoholic': False, 'animalTesting': False, 'catholic': False, 'controversialWeapons': False, 'smallArms': False, 'furLeather': False, 'gambling': False, 'gmo': False, 'militaryContract': False, 'nuclear': False, 'pesticides': False, 'palmOil': False, 'coal': False, 'tobacco': False}"
CMI,Cummins,"{'maxAge': 86400, 'totalEsg': {'raw': 19.36, 'fmt': '19.4'}, 'environmentScore': {'raw': 5.8, 'fmt': '5.8'}, 'socialScore': {'raw': 7.5, 'fmt': '7.5'}, 'governanceScore': {'raw': 6.06, 'fmt': '6.1'}, 'ratingYear': 2022, 'ratingMonth': 8, 'highestControversy': 2.0, 'peerCount': 52, 'esgPerformance': 'UNDER_PERF', 'peerGroup': 'Machinery', 'relatedControversy': ['Operations Incidents', 'Product & Service Incidents', 'Customer Incidents', 'Society & Community Incidents'], 'peerEsgScorePerformance': {'min': 15.95, 'avg': 25.930769230769233, 'max': 36.79}, 'peerGovernancePerformance': {'min': 4.43, 'avg': 7.362692307692307, 'max': 10.38}, 'peerSocialPerformance': {'min': 4.55, 'avg': 11.474038461538461, 'max': 18.52}, 'peerEnvironmentPerformance': {'min': 3.13, 'avg': 7.0942307692307685, 'max': 11.25}, 'peerHighestControversyPerformance': {'min': 0.0, 'avg': 1.4423076923076923, 'max': 4.0}, 'percentile': {'raw': 23.35, 'fmt': '23'}, 'environmentPercentile': None, 'socialPercentile': None, 'governancePercentile': None, 'adult': False, 'alcoholic': False, 'animalTesting': False, 'catholic': False, 'controversialWeapons': False, 'smallArms': False, 'furLeather': False, 'gambling': False, 'gmo': False, 'militaryContract': True, 'nuclear': False, 'pesticides': False, 'palmOil': False, 'coal': False, 'tobacco': False}"
CVS,CVS Health,"{'maxAge': 86400, 'totalEsg': {'raw': 22.86, 'fmt': '22.9'}, 'environmentScore': {'raw': 0.03, 'fmt': '0.0'}, 'socialScore': {'raw': 16.39, 'fmt': '16.4'}, 'governanceScore': {'raw': 6.44, 'fmt': '6.4'}, 'ratingYear': 2022, 'ratingMonth': 8, 'highestControversy': 3.0, 'peerCount': 58, 'esgPerformance': 'AVG_PERF', 'peerGroup': 'Healthcare', 'relatedControversy': ['Customer Incidents'], 'peerEsgScorePerformance': {'min': 11.48, 'avg': 22.091551724137947, 'max': 32.9}, 'peerGovernancePerformance': {'min': 4.86, 'avg': 7.739824561403507, 'max': 10.84}, 'peerSocialPerformance': {'min': 5.59, 'avg': 12.085087719298242, 'max': 20.68}, 'peerEnvironmentPerformance': {'min': 0.01, 'avg': 2.2440350877192983, 'max': 5.39}, 'peerHighestControversyPerformance': {'min': 0.0, 'avg': 1.9310344827586208, 'max': 4.0}, 'percentile': {'raw': 35.57, 'fmt': '36'}, 'environmentPercentile': None, 'socialPercentile': None, 'governancePercentile': None, 'adult': False, 'alcoholic': False, 'animalTesting': False, 'catholic': False, 'controversialWeapons': False, 'smallArms': False, 'furLeather': False, 'gambling': False, 'gmo': False, 'militaryContract': False, 'nuclear': False, 'pesticides': False, 'palmOil': False, 'coal': False, 'tobacco': False}"
DHI,D.R. Horton,"{'maxAge': 86400, 'totalEsg': {'raw': 21.74, 'fmt': '21.7'}, 'environmentScore': {'raw': 9.35, 'fmt': '9.4'}, 'socialScore': {'raw': 6.66, 'fmt': '6.7'}, 'governanceScore': {'raw': 5.74, 'fmt': '5.7'}, 'ratingYear': 2023, 'ratingMonth': 1, 'highestControversy': 2.0, 'peerCount': 9, 'esgPerformance': 'AVG_PERF', 'peerGroup': 'Homebuilders', 'relatedControversy': ['Operations Incidents', 'Customer Incidents'], 'peerEsgScorePerformance': {'min': 11.65, 'avg': 18.35666666666667, 'max': 23.11}, 'peerGovernancePerformance': {'min': 3.58, 'avg': 4.918888888888889, 'max': 5.74}, 'peerSocialPerformance': {'min': 3.81, 'avg': 6.296666666666667, 'max': 8.77}, 'peerEnvironmentPerformance': {'min': 4.25, 'avg': 7.146666666666666, 'max': 9.63}, 'peerHighestControversyPerformance': {'min': 0.0, 'avg': 1.6666666666666667, 'max': 2.0}, 'percentile': {'raw': 31.97, 'fmt': '32'}, 'environmentPercentile': None, 'socialPercentile': None, 'governancePercentile': None, 'adult': False, 'alcoholic': False, 'animalTesting': False, 'catholic': False, 'controversialWeapons': False, 'smallArms': False, 'furLeather': False, 'gambling': False, 'gmo': False, 'militaryContract': False, 'nuclear': False, 'pesticides': False, 'palmOil': False, 'coal': False, 'tobacco': False}"
DHR,Danaher Corporation,"{'maxAge': 86400, 'totalEsg': {'raw': 11.73, 'fmt': '11.7'}, 'environmentScore': {'raw': 1.35, 'fmt': '1.4'}, 'socialScore': {'raw': 5.16, 'fmt': '5.2'}, 'governanceScore': {'raw': 5.22, 'fmt': '5.2'}, 'ratingYear': 2022, 'ratingMonth': 8, 'highestControversy': 2.0, 'peerCount': 82, 'esgPerformance': 'UNDER_PERF', 'peerGroup': 'Pharmaceuticals', 'relatedControversy': ['Operations Incidents', 'Customer Incidents'], 'peerEsgScorePerformance': {'min': 11.2, 'avg': 25.3060975609756, 'max': 39.97}, 'peerGovernancePerformance': {'min': 4.91, 'avg': 8.814197530864194, 'max': 14.33}, 'peerSocialPerformance': {'min': 3.94, 'avg': 14.299012345679007, 'max': 21.06}, 'peerEnvironmentPerformance': {'min': 0.02, 'avg': 2.033086419753087, 'max': 5.26}, 'peerHighestControversyPerformance': {'min': 0.0, 'avg': 1.8780487804878048, 'max': 5.0}, 'percentile': {'raw': 4.16, 'fmt': '4'}, 'environmentPercentile': None, 'socialPercentile': None, 'governancePercentile': None, 'adult': False, 'alcoholic': False, 'animalTesting': True, 'catholic': True, 'controversialWeapons': False, 'smallArms': False, 'furLeather': False, 'gambling': False, 'gmo': False, 'militaryContract': False, 'nuclear': False, 'pesticides': False, 'palmOil': False, 'coal': False, 'tobacco': False}"
DRI,Darden Restaurants,"{'maxAge': 86400, 'totalEsg': {'raw': 27.99, 'fmt': '28.0'}, 'environmentScore': {'raw': 8.43, 'fmt': '8.4'}, 'socialScore': {'raw': 15.0, 'fmt': '15.0'}, 'governanceScore': {'raw': 4.57, 'fmt': '4.6'}, 'ratingYear': 2023, 'ratingMonth': 1, 'highestControversy': 2.0, 'peerCount': 36, 'esgPerformance': 'AVG_PERF', 'peerGroup': 'Consumer Services', 'relatedControversy': ['Employee Incidents', 'Customer Incidents', 'Governance Incidents'], 'peerEsgScorePerformance': {'min': 11.58, 'avg': 23.12638888888889, 'max': 31.02}, 'peerGovernancePerformance': {'min': 3.39, 'avg': 7.0325, 'max': 13.22}, 'peerSocialPerformance': {'min': 6.77, 'avg': 10.908437500000003, 'max': 16.68}, 'peerEnvironmentPerformance': {'min': 0.11, 'avg': 5.766562499999999, 'max': 13.57}, 'peerHighestControversyPerformance': {'min': 0.0, 'avg': 1.9722222222222223, 'max': 4.0}, 'percentile': {'raw': 57.15, 'fmt': '57'}, 'environmentPercentile': None, 'socialPercentile': None, 'governancePercentile': None, 'adult': False, 'alcoholic': False, 'animalTesting': False, 'catholic': False, 'controversialWeapons': False, 'smallArms': False, 'furLeather': False, 'gambling': False, 'gmo': False, 'militaryContract': False, 'nuclear': False, 'pesticides': False, 'palmOil': False, 'coal': False, 'tobacco': False}"
DVA,DaVita Inc.,"{'maxAge': 86400, 'totalEsg': {'raw': 22.56, 'fmt': '22.6'}, 'environmentScore': {'raw': 0.07, 'fmt': '0.1'}, 'socialScore': {'raw': 14.08, 'fmt': '14.1'}, 'governanceScore': {'raw': 8.42, 'fmt': '8.4'}, 'ratingYear': 2023, 'ratingMonth': 1, 'highestControversy': 2.0, 'peerCount': 37, 'esgPerformance': 'AVG_PERF', 'peerGroup': 'Healthcare', 'relatedControversy': ['Customer Incidents', 'Business Ethics Incidents', 'Public Policy Incidents'], 'peerEsgScorePerformance': {'min': 12.12, 'avg': 22.57351351351351, 'max': 34.71}, 'peerGovernancePerformance': {'min': 5.16, 'avg': 7.776944444444447, 'max': 10.63}, 'peerSocialPerformance': {'min': 5.59, 'avg': 12.131111111111114, 'max': 21.44}, 'peerEnvironmentPerformance': {'min': 0.07, 'avg': 2.641666666666666, 'max': 5.39}, 'peerHighestControversyPerformance': {'min': 0.0, 'avg': 1.6486486486486487, 'max': 4.0}, 'percentile': {'raw': 34.98, 'fmt': '35'}, 'environmentPercentile': None, 'socialPercentile': None, 'governancePercentile': None, 'adult': False, 'alcoholic': False, 'animalTesting': False, 'catholic': False, 'controversialWeapons': False, 'smallArms': False, 'furLeather': False, 'gambling': False, 'gmo': False, 'militaryContract': False, 'nuclear': False, 'pesticides': False, 'palmOil': False, 'coal': False, 'tobacco': False}"
DE,John Deere,"{'maxAge': 86400, 'totalEsg': {'raw': 16.64, 'fmt': '16.6'}, 'environmentScore': {'raw': 3.19, 'fmt': '3.2'}, 'socialScore': {'raw': 6.9, 'fmt': '6.9'}, 'governanceScore': {'raw': 6.55, 'fmt': '6.6'}, 'ratingYear': 2022, 'ratingMonth': 8, 'highestControversy': 2.0, 'peerCount': 52, 'esgPerformance': 'UNDER_PERF', 'peerGroup': 'Machinery', 'relatedControversy': ['Operations Incidents', 'Product & Service Incidents', 'Employee Incidents', 'Society & Community Incidents'], 'peerEsgScorePerformance': {'min': 15.95, 'avg': 25.930769230769233, 'max': 36.79}, 'peerGovernancePerformance': {'min': 4.43, 'avg': 7.362692307692307, 'max': 10.38}, 'peerSocialPerformance': {'min': 4.55, 'avg': 11.474038461538461, 'max': 18.52}, 'peerEnvironmentPerformance': {'min': 3.13, 'avg': 7.0942307692307685, 'max': 11.25}, 'peerHighestControversyPerformance': {'min': 0.0, 'avg': 1.4423076923076923, 'max': 4.0}, 'percentile': {'raw': 14.59, 'fmt': '15'}, 'environmentPercentile': None, 'socialPercentile': None, 'governancePercentile': None, 'adult': False, 'alcoholic': False, 'animalTesting': False, 'catholic': False, 'controversialWeapons': False, 'smallArms': False, 'furLeather': False, 'gambling': False, 'gmo': False, 'militaryContract': False, 'nuclear': False, 'pesticides': False, 'palmOil': False, 'coal': False, 'tobacco': False}"
DAL,Delta Air Lines,"{'maxAge': 86400, 'totalEsg': {'raw': 26.13, 'fmt': '26.1'}, 'environmentScore': {'raw': 9.52, 'fmt': '9.5'}, 'socialScore': {'raw': 11.46, 'fmt': '11.5'}, 'governanceScore': {'raw': 5.15, 'fmt': '5.2'}, 'ratingYear': 2022, 'ratingMonth': 8, 'highestControversy': 2.0, 'peerCount': 45, 'esgPerformance': 'AVG_PERF', 'peerGroup': 'Transportation', 'relatedControversy': ['Employee Incidents', 'Customer Incidents', 'Business Ethics Incidents'], 'peerEsgScorePerformance': {'min': 12.74, 'avg': 24.086222222222226, 'max': 33.89}, 'peerGovernancePerformance': {'min': 2.45, 'avg': 5.282857142857141, 'max': 7.21}, 'peerSocialPerformance': {'min': 3.36, 'avg': 10.261190476190476, 'max': 14.89}, 'peerEnvironmentPerformance': {'min': 3.0, 'avg': 8.280238095238094, 'max': 12.86}, 'peerHighestControversyPerformance': {'min': 0.0, 'avg': 1.6, 'max': 3.0}, 'percentile': {'raw': 48.63, 'fmt': '49'}, 'environmentPercentile': None, 'socialPercentile': None, 'governancePercentile': None, 'adult': False, 'alcoholic': False, 'animalTesting': False, 'catholic': False, 'controversialWeapons': False, 'smallArms': False, 'furLeather': False, 'gambling': False, 'gmo': False, 'militaryContract': False, 'nuclear': False, 'pesticides': False, 'palmOil': False, 'coal': False, 'tobacco': False}"
XRAY,Dentsply Sirona,"{'maxAge': 86400, 'totalEsg': {'raw': 15.78, 'fmt': '15.8'}, 'environmentScore': {'raw': 2.21, 'fmt': '2.2'}, 'socialScore': {'raw': 6.86, 'fmt': '6.9'}, 'governanceScore': {'raw': 6.71, 'fmt': '6.7'}, 'ratingYear': 2023, 'ratingMonth': 1, 'highestControversy': 1.0, 'peerCount': 37, 'esgPerformance': 'UNDER_PERF', 'peerGroup': 'Healthcare', 'relatedControversy': ['Customer Incidents', 'Business Ethics Incidents', 'Governance Incidents'], 'peerEsgScorePerformance': {'min': 12.12, 'avg': 22.57351351351351, 'max': 34.71}, 'peerGovernancePerformance': {'min': 5.16, 'avg': 7.776944444444447, 'max': 10.63}, 'peerSocialPerformance': {'min': 5.59, 'avg': 12.131111111111114, 'max': 21.44}, 'peerEnvironmentPerformance': {'min': 0.07, 'avg': 2.641666666666666, 'max': 5.39}, 'peerHighestControversyPerformance': {'min': 0.0, 'avg': 1.6486486486486487, 'max': 4.0}, 'percentile': {'raw': 12.32, 'fmt': '12'}, 'environmentPercentile': None, 'socialPercentile': None, 'governancePercentile': None, 'adult': False, 'alcoholic': False, 'animalTesting': True, 'catholic': False, 'controversialWeapons': False, 'smallArms': False, 'furLeather': False, 'gambling': False, 'gmo': False, 'militaryContract': False, 'nuclear': False, 'pesticides': False, 'palmOil': False, 'coal': False, 'tobacco': False}"
